City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
252,Sao Joao Da Barra,BR,2021-09-24 20:53:04,-21.6403,-41.0511,73.49,67,99,17.81
253,Sao Miguel Do Araguaia,BR,2021-09-24 20:53:05,-13.275,-50.1628,97.18,18,64,4.27
254,Chipping Sodbury,GB,2021-09-24 20:53:05,51.5381,-2.3938,64.24,92,39,1.01
255,Saldanha,ZA,2021-09-24 20:53:05,-33.0117,17.9442,53.65,87,89,5.79
256,Marrakesh,MA,2021-09-24 20:49:32,31.6315,-8.0083,75.27,43,40,10.36
257,Jinka,ET,2021-09-24 20:53:06,5.65,36.65,65.93,74,100,2.62
258,Teya,RU,2021-09-24 20:48:55,60.3778,92.6267,31.78,91,95,4.12
259,Tiksi,RU,2021-09-24 20:53:06,71.6872,128.8694,31.15,84,93,15.59
260,Senneterre,CA,2021-09-24 20:53:06,48.3835,-77.2328,55.62,92,100,14.63
261,Chernitsyno,RU,2021-09-24 20:53:06,51.5074,36.051,45.88,96,100,9.35
262,Caravelas,BR,2021-09-24 20:53:07,-17.7125,-39.2481,70.3,74,71,8.08
263,Mayo,US,2021-09-24 20:53:07,38.8876,-76.5119,76.64,46,1,4.0
264,Sangmelima,CM,2021-09-24 20:53:07,2.9333,11.9833,66.61,98,94,2.01
265,Ancud,CL,2021-09-24 20:53:07,-41.8697,-73.8203,63.93,84,68,7.72
266,Kenai,US,2021-09-24 20:53:08,60.5544,-151.2583,42.03,87,100,3.94
267,Lavrentiya,RU,2021-09-24 20:53:08,65.5833,-171.0,32.14,95,100,26.64
268,Takoradi,GH,2021-09-24 20:53:08,4.8845,-1.7554,77.07,91,45,7.05
269,Tulle,FR,2021-09-24 20:53:08,45.3333,1.8333,56.98,87,24,2.86
270,Nyirpazony,HU,2021-09-24 20:53:09,47.9833,21.8,51.78,75,100,4.38
271,Port-Gentil,GA,2021-09-24 20:53:09,-0.7193,8.7815,75.16,100,90,3.44
272,Ust-Kuyga,RU,2021-09-24 20:53:09,70.0167,135.6,33.04,91,100,5.7
273,Hasaki,JP,2021-09-24 20:53:09,35.7333,140.8333,70.29,74,100,16.73
274,Tooele,US,2021-09-24 20:53:10,40.5308,-112.2983,81.07,35,1,5.75
275,Gorontalo,ID,2021-09-24 20:53:10,0.5412,123.0595,74.17,95,87,1.34
276,Bowen,AU,2021-09-24 20:53:10,-20.0167,148.2333,55.62,85,32,6.24
277,Bichura,RU,2021-09-24 20:53:10,50.5881,107.6022,42.19,91,83,3.8
278,Ustrzyki Dolne,PL,2021-09-24 20:53:11,49.4304,22.5938,47.98,100,60,7.0
279,Tayu,ID,2021-09-24 20:53:11,-6.5397,111.0518,77.94,79,58,6.04
280,Bonavista,CA,2021-09-24 20:49:50,48.6499,-53.1147,50.11,69,10,14.34
281,Aykhal,RU,2021-09-24 20:50:29,66.0,111.5,30.36,88,12,1.72
282,Sosnovo-Ozerskoye,RU,2021-09-24 20:53:11,52.5249,111.5418,38.25,96,63,6.62
283,Lebu,CL,2021-09-24 20:53:11,-37.6167,-73.65,57.29,78,3,7.67
284,Akdepe,TM,2021-09-24 20:53:12,42.0551,59.3788,71.6,20,0,12.12
285,Praia,CV,2021-09-24 20:49:57,14.9215,-23.5087,81.14,74,75,13.8
286,Chara,RU,2021-09-24 20:53:12,56.9064,118.2631,37.96,79,100,2.91
287,Veraval,IN,2021-09-24 20:53:12,20.9,70.3667,79.45,84,38,6.44
